,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
72,2,"{'id': 30502108, 'resource_state': 1}",Great running weather,9586.1,2948,2948,120.0,Run,0.0,3387287347,garmin_push_4871166612,3619192879.0,2020-05-02T18:38:04Z,2020-05-02T11:38:04Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365323, -122.137097]","[37.365207, -122.137215]",,,,37.365323,-122.137097,2,3,0,1,0,"{'id': 'a3387287347', 'summary_polyline': 'g|`cFz{mhV[w@KMEOo@qA_AqAq@eA]gA[IODsAnAw@n@q@t@sAhAsAvAe@TyAnAu@z@c@T}@~@{@n@_AbAaAx@_An@aA|@SPm@T}@n@]b@cBjAiCpBq@t@QV_Ar@c@b@IZ?h@TnC@d@Kt@Qd@k@r@ET_@~@Wd@aAxBa@j@i@b@q@b@q@ZkBnAeCvASTUbA]p@}@`Ai@nAUn@a@jBQh@Yh@WNYDm@PYNSDYVu@|@eBz@uBj@_Dl@mAZsB\\q@PkAVWFm@A[BmC`@kATm@Rg@RiB~@c@Pk@Ju@IWGQBu@~@E@SCe@i@KEYA[Fa@AUG{@e@_@Eg@A}AFuAYe@E[IsBYc@Og@[cAg@ISOw@qAk@a@U]Ya@g@c@_AOs@S{AOo@WeBS{@mBaHa@{Bc@_AGSIk@Au@G]u@{C_AyCCMAOBGTa@ZO`@EhAQbCOLKBoAFk@TkAD[Py@h@yDHaBPk@D}@@uBFAf@F\\GfBuAb@m@~@_ArAiBrCmC|@i@Ri@fCcE\\WVGrCGlE?~@CROBa@?eEHmBDUj@U\\AfDJpCDTDzADdAHb@?v@HX?RGDSAkBBoBL_E@o@Ci@?gADiBJiA|@aEFqBDmEFi@R]PKNAdA@VOFQX_B\\oAj@cBDE\\Gh@}@H?HDb@j@fArBf@z@Z|@Lr@Nh@`@b@n@ZVFj@@~@K\\A`@@`AJdA@b@Dj@Ef@?~@J~@Tp@\\b@?pAK\\@~AKd@?n@HfABf@?`@DTRt@`Aj@j@JDXD\\?lALVThAvAHRTZRNNHl@P^T`@Bl@?VBlAn@JNBL\\`@PLr@b@rBp@f@XbAdALx@Rx@Pb@Bh@o@nDObBAr@JV`@b@`@p@JFV`@Td@~C~ER`@HJD\\Vh@d@`@Vf@`@h@\\l@f@p@n@fA@J', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3619192879,3.252,4.9,84.2,23.0,True,158.9,175.0,False,True,106.2,24.8,0,0,False,96.0
74,2,"{'id': 30502108, 'resource_state': 1}",Sprint the hills,5555.9,1708,1708,82.0,Run,0.0,3376102854,garmin_push_4860313310,3607438706.0,2020-04-30T16:51:51Z,2020-04-30T09:51:51Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365275, -122.1371]","[37.365142, -122.13721]",,,,37.365275,-122.1371,3,1,0,1,0,"{'id': 'a3376102854', 'summary_polyline': '}{`cFz{mhV?QMYwAeCWg@i@aAe@g@KUKYGGUEa@NOLSHg@X]XUXc@\\m@b@i@VqCzBcAbAs@j@cD`Dm@d@yAzAq@l@uAjAkAn@aAx@OHY\\{BtByAxA{BbBe@d@UXCTD`@^fCBj@EPQt@O^QTUl@m@z@S^s@vBY`@e@^cD`Bq@`@wAdAeAp@_@ZkAbCk@pAa@nAu@xCW`@YNmBj@k@Va@Xg@Xo@h@}A`ACJ@RRzADNDb@J^R^Lf@TjAJhCLdATz@Xn@XZ`Al@THP?\\[FQHiAFc@FWZu@^c@bAUNQVa@\\UXCv@`@h@Dp@Vx@H^@XCp@MVMLQb@eAb@{AxAoCRi@l@cAj@w@Ra@VYrAsBr@wAz@{Ah@q@p@c@tCqAlAq@b@[`@G^OlAw@bAg@lAi@TSfAa@d@]tB{@VQJcBDSJOJGb@MnAEx@FnB^ZBJAJIFM?UAEs@m@o@u@{@k@mA_@[U_@u@Kk@MkADm@R[XMf@Ib@W^_@\\e@Lc@FaARMb@K^WT[r@uAJAFKHY@e@Ik@Ba@Va@d@k@Ti@Po@h@wC|@_A~@u@V]?[OOCA', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3607438706,3.253,4.3,83.1,23.0,True,158.9,180.0,False,True,133.4,68.0,1,0,False,57.0
75,2,"{'id': 30502108, 'resource_state': 1}",A different route,11272.2,3594,3639,158.0,Run,0.0,3366857694,garmin_push_4851256875,3597742566.0,2020-04-28T16:16:03Z,2020-04-28T09:16:03Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365256, -122.137115]","[37.365064, -122.137314]",,,,37.365256,-122.137115,1,1,0,1,0,"{'id': 'a3366857694', 'summary_polyline': 'y{`cF~{mhV@ECOi@_AuAuBk@eA[s@m@aAYKc@DoCpBwD~CuAtASl@OP}B|BiBpAmBjBsAtAkBtA]Z_@b@k@f@}@|@k@f@g@Ty@|@_EvDSXEf@b@|C@`@On@Sf@s@v@Yh@oAbD_@r@]^aB~@u@n@}@b@iBxAaAl@QP{BrEWxAg@jBQj@U`@[PiARa@Rg@Jo@VcAv@e@TeAVo@VcAPm@Ri@HeATQH_AVuAPu@R_Af@w@J_CRaBT{Bt@_CbAkADc@Gc@JKVJZf@|@V\\JXLhALT@b@Cp@EXGJ{@fAMZUZ}@bBk@rA_@vAQnAMj@oAxIE`@ClAOh@Il@?pAE|@?~@IpCDr@LrCt@jCvAt@ZHHFIr@@DbBb@tAlAjApAhAr@`@Ax@Mr@Jf@LTVSr@LdAZT|Av@lA@f@Et@W|@i@jAe@x@a@j@Cl@PZRN\\F^J|AT~ANv@h@|AJd@EH@n@PbAAb@[bAc@p@Yp@MHw@He@PmAjA[P]H[?e@]DKn@Nj@OXQn@o@d@_@f@Id@FPEn@gBDQBQNm@?i@Gu@_@iAGi@A]K{@@g@Ik@Qk@[yBS_@cAM]BqAr@uBl@s@\\a@H[@q@Ga@Mg@aAk@a@UW@[Xo@CKGGaAY_@G_@Bg@PY?m@g@SMa@_@u@a@qAgAgA_@}Bc@[[Ea@FSAQw@}CQmAAgBCk@DsBAaBHs@F}APaA@aAF{@r@wERcA`@{Cd@aBn@wAd@w@fBaCP]Ng@HqAEa@Oi@E_@m@u@c@u@ISKg@?WTQJA|@Lp@@vAg@hBy@vBe@hASlBOhBa@x@Kb@O`Eo@`AWf@GXDTEr@YbBe@n@q@`Am@x@_@`Ba@ZQTULa@h@eC`@mAn@wAlAcCdBoAdAo@d@_@bAk@dBkAr@k@\\e@^o@p@gBFc@N]D[d@[Zo@T{A]yBAaANc@xAgAtA{Al@a@Zc@~AgA|@y@r@i@Ve@Za@dAs@`CsBv@w@vA_AfBeB~@w@d@U`@YfB}A~B_C|BeBr@w@ZIRBJFZ|@f@`@FTV\\n@pA\\f@^b@LZ\\f@Vf@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3597742566,3.136,4.3,83.3,25.0,True,160.2,178.0,False,True,107.6,51.0,0,0,False,120.0
77,2,"{'id': 30502108, 'resource_state': 1}",Heat + knee tweak = suffering,9057.6,2848,2848,136.0,Run,0.0,3343307709,garmin_push_4828008227,3572881979.0,2020-04-23T20:36:39Z,2020-04-23T13:36:39Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365258, -122.137223]","[37.36522, -122.137234]",,,,37.365258,-122.137223,0,2,1,1,0,"{'id': 'a3343307709', 'summary_polyline': 'y{`cFt|mhV\\XDL?LMXOPUTYNo@r@GJSj@[fBWbAe@~@WZQ^CNJz@Ah@Sh@yApBm@\\k@n@GHMp@Wh@w@t@a@Nm@LU\\Mf@Dh@Nh@Vd@TZHJb@V`@PZBJDn@^VXR^j@f@PXBFEd@YLG?eAMq@QYKy@EoAD]PUVKZCfAGPOLkAp@]LONiBp@{@n@c@PmAr@oAh@_@Ra@JqCtAq@b@_@L[N_Ax@q@jAs@zAYZQ\\}@jAQN[b@]^[d@wA|CWn@a@x@Un@Oh@s@bAWJ]FYFGFSHU?k@I[Qg@Oe@Em@[]Eg@XUZa@Xu@PUJURo@xACn@D\\?h@O\\OLK@YEaAi@c@e@Wq@Oo@Oa@Mu@CgAIm@]w@Om@QqACo@IYBS?MUw@SMo@Fi@Li@N{@Pa@DgAXg@FyCp@}ARkCTg@Lu@^g@He@Re@HeBx@c@Je@Bm@Mc@@_@b@WTWK[a@KGIA{@Hk@Oc@[c@Ig@?s@Jc@Bo@Cg@M_BOmCw@gBcAU]Ae@OSi@O{@]k@g@k@eAy@mDQkB]wBm@mBoAyEScAGQW_@So@Kg@Ay@Kg@kBaHIc@NQdAM^AlAQhBKd@@n@CnC?`BDtBEzB@t@CfAL^Kf@SVSZg@j@oATq@Rc@Ro@h@kAv@wBXg@bAw@rAm@nAa@nAc@f@O`@Q~@W~EuBdA]nA_@b@QZA|@_@v@c@VS|@BrB?b@FhD|@bBR`@ElBJT?d@E^@d@OFGZo@^Qp@g@f@m@PYXWb@Ur@KL@\\JrAt@dBb@p@B^ERMr@cAd@y@\\]LGTCP@x@HVLlARn@PXJZTd@`@n@~@h@jAdAhBb@z@bBjCV^D?h@a@`EsDv@{@n@i@xC_CXG\\U|@}@`DsCl@e@V[j@a@tBiBF?XJVXLXZ`@HRR^jB~C`@x@Ph@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3572881979,3.18,4.4,83.1,28.0,True,159.7,180.0,False,True,133.8,27.8,0,0,False,94.0
79,2,"{'id': 30502108, 'resource_state': 1}",Motivated to make it home before daughter’s virtual piano lesson,6256.1,1817,1817,65.0,Run,0.0,3328661973,garmin_push_4813780833,3557635831.0,2020-04-20T23:28:57Z,2020-04-20T16:28:57Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365179, -122.137085]","[37.365065, -122.137097]",,,,37.365179,-122.137085,6,3,0,1,0,"{'id': 'a3328661973', 'summary_polyline': 'i{`cFx{mhVy@{AgBkC[m@a@aAMUW[S?WL_@VsEvD{AzA}@v@[`@uArAuAhAYPa@\\qArAo@h@aDvCw@d@yAhAu@x@}@r@m@p@e@`@w@r@ML_@HKFaB|AKRC\\VlC@n@E`@Uv@OV[Vs@pAc@d@Wf@e@hAkAxAaBpAmD|BgAz@W`@o@rA]h@]^_@r@_A`Dg@pAUJ[T}Aj@WLc@XaAx@eBd@kARsA^eAHsHdBeBZoBNaARYFyBx@iAj@c@Pk@NM@oAQ_@HKHIBAAJIb@Qd@Ab@Dh@Ax@WrB_Aj@Sb@MlAWf@A~Ca@t@Qf@?l@EjAOj@M|AW`Ac@f@Qd@ApCi@v@]lBkAt@Sv@[j@IVYN_@v@eDRm@jBeEZc@`@_@hCcBfA}@xA{@lAy@\\]P]vAgDd@_AX[N_@Lk@Fk@Lk@?USmBA]DQh@q@n@k@pDwCf@[d@_@|@aAh@c@T[vAkA|GuGbAm@|@cAd@]jBaB`@Yr@y@`@_@^UdC}B^WX[`@[VIF?NJT\\Vh@^JDB\\z@rA`Cp@|@Tb@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3557635831,3.443,4.8,81.7,21.0,True,161.8,178.0,False,True,106.8,50.6,5,0,False,65.0
80,2,"{'id': 30502108, 'resource_state': 1}",Friday fun run,10590.9,3270,3270,115.0,Run,0.0,3314086943,garmin_push_4799113790,3542242936.0,2020-04-18T00:17:19Z,2020-04-17T17:17:19Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365454, -122.137276]","[37.36517, -122.137189]",,,,37.365454,-122.137276,1,3,0,1,0,"{'id': 'a3314086943', 'summary_polyline': 'a}`cF~|mhV^YDICQIQ_AqAq@kAu@}@k@iAWo@Uc@a@q@u@cAw@qA}AuBg@{@CYDq@b@qCPu@Hm@?QCOO_@Qo@Ic@Ec@Oa@e@m@gAy@eAi@a@Ym@_@_BqAaA]cAEm@Ku@U]Q][_@e@q@sAY_@YKa@I_@Bc@E]Iy@u@]s@MI[K_BOi@OO?a@Be@Ji@B]FeBFk@I{Ae@sBSc@AkB@k@Ce@?i@E_@D_@Jc@D_@G]Ma@Wk@o@We@e@iA]q@EOi@sAa@mAYg@YOWP[b@WV]z@g@z@W~@QnAOp@IJMD}@DSNGHK\\Gj@UhGGj@w@fCM~@CpA@dBSxBCvABfAIdB@`CIn@QDi@AYDc@?c@Hc@?aCG}AKcFIc@C_@GgA[iA_@}Bo@i@I{@YqBs@s@_AaAiAWQc@A[ZKd@Gp@Od@GJYRs@\\WFi@CoBSe@?]JgD|BmAr@ODqCDu@Ki@Cg@F_@Rm@Re@HWAiAAuB@IH?f@Gh@B|AAh@E`@Ar@CHKB_BF{BEoBDoAEYF]b@CDCd@p@rBl@fAf@lAL^?l@FXTl@Xf@?b@D^j@vA^r@Vr@`BdEJ`@Rj@Nh@Hp@HT^l@t@~@T`@d@rATf@j@zAd@~@DFb@XJPR|@n@xB\\rBZrAFt@Hl@Rj@Xf@L^vAxFp@|BdA~FZxBPf@\\f@p@p@hAd@`@TBHLp@PPnCtAx@NbBLbBXj@@TEdACl@BfAd@TDbAAH@\\`@XLBABE@o@DKBERM`@Ev@Nd@@vAc@`Bu@p@QlBm@p@KdBMdCe@ZEtA[TAxCu@~@Gz@WJI`Ca@VMTQzAw@PULGb@G`@MNEJG`@OZSHOXy@`@{APw@Xw@b@{@r@iAd@eANSlAaA`Am@~AmA^QvAaAVWh@q@Na@d@_A\\c@r@}AZ]JWLs@Dg@C[QkAMuA@UJWXSnBiBXQ\\_@fB_B^Sf@a@Zc@fAiApBaB~ByBZSpBeBlDeDh@_@p@q@r@OtAmAf@i@n@e@|AyAp@c@Za@ZK`Ah@\\d@?j@Th@v@|@`AbB^h@L^', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3542242936,3.239,4.8,82.7,19.0,True,155.5,167.0,False,True,106.2,13.2,0,0,False,91.0
82,2,"{'id': 30502108, 'resource_state': 1}",Afternoon Run,9661.5,3002,3002,106.0,Run,,3300376684,garmin_push_4785345131,3527820943.0,2020-04-15T00:24:16Z,2020-04-14T17:24:16Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365205, -122.137065]","[37.365263, -122.137746]",,,,37.365205,-122.137065,1,4,0,1,0,"{'id': 'a3300376684', 'summary_polyline': 'o{`cFt{mhVSi@}@uAa@y@i@}@}@iA[oASGMBa@PeC~BmA`As@t@kAdASV{ApAoB|Bq@b@gA`AyA~AG@ONk@N}BdBu@v@SPg@TUZqApAaBvAoAnAyAjAq@b@M\\TnBJxAAj@K`@Q`@o@dAOd@aAzAYj@Qh@o@x@aAt@MJEH[Na@LUL[Rq@j@_Bp@{@~@u@`Be@p@_@p@u@`C[rBO\\YNc@F[H_A^WVu@b@_@Xc@Xe@L]HcBVuAJgBh@iB\\}EnA{@H}BNSFwA`@u@NWHu@`@WTeAd@]FiA[_@@WPCDK`AE?MGm@o@SCa@Ha@@aBo@e@?{ADc@AqA_@iAGg@OqASe@OeBcAGQEq@OSoBw@m@i@S]Ma@QcA]kCu@cEi@{Ac@eBm@uBQu@k@_AEMKk@EmACU{@wDu@_CC]JIp@St@a@fAQ^?l@Ch@?ZKb@E~AHf@?`@CX?LDZ@`AAnCIf@D`ACr@Fp@MRIROV[T]J]t@yANa@ZkArA}CV_@z@y@b@U\\UZO`AWbAOd@[\\OnA_@h@UnBaAvA_@xDeBhCaANQJe@Ai@Ee@ByDPkFAiANgHDk@?wABgAD_@AoABcAJcAA}C?gCJs@P]j@{ABWAo@Bq@FoABeBAc@Ba@J]RYXIp@BZGJMNa@Jq@Z}@F_@`@oANs@FEX?b@y@JCH@b@z@X^nBvER^FT\\d@hA~@b@H^@jAOTATBdB@dAJ\\C`@AhBVtAj@L?hASbBBbBUl@B\\Nx@FTD^Nr@bA`@^h@Rd@HlAD\\PXRZh@DXLPb@f@^XTJJ@VNRH~@DbAVVJnAz@f@f@j@\\jAh@NLt@\\`@XRVJRJl@?X\\x@B\\@XOdAAh@Mv@@FIfA@j@N~@n@z@p@nAl@~@zAxBr@lANZVVR^`@dAdBhCVl@PZp@x@FN?LCDKN_@RGF', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3527820943,3.218,5.5,82.3,27.0,True,158.6,180.0,False,True,112.0,29.4,0,0,False,92.0
83,2,"{'id': 30502108, 'resource_state': 1}","No more junk food, please... for the love of god",8708.2,2724,2724,123.0,Run,0.0,3294651104,garmin_push_4779588899,3521777513.0,2020-04-13T17:03:18Z,2020-04-13T10:03:18Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.36521, -122.137156]","[37.36516, -122.137256]",,,,37.36521,-122.137156,3,3,0,1,0,"{'id': 'a3294651104', 'summary_polyline': 'o{`cFf|mhVq@mAgCeE}@oBSS_@HYRW@WP[XOPaBnAs@r@]`@oB`BQf@o@j@eAz@[\\aAr@y@r@]JyAnA_Al@iA~@i@ZYTk@p@[ZSJQV]TkAjAq@j@o@z@u@v@_CbBQVCLDb@d@jCAl@Gd@Md@IPm@f@IVUf@[`@[n@e@lAWd@]l@QRkBtAa@Rc@LgAn@eBnA]\\u@vAsAvBq@dCa@jB_@^_Ct@m@`@ULs@n@_@RqBj@iBXiAZy@Ho@No@Jg@LaDn@oBTuARkAZ_Bf@}B|@cAXgAI_@Aa@VKZ?b@CBE?KE_@e@GCu@H[CSOY]UKmA^YQg@@]GeACm@Q{@GSEQK_@]U_@E}@s@i@MOYOQUGYSoAUiAGSe@oA[c@}AWi@Ui@g@_@s@aAmCOYI_@a@oAy@yCO_@]i@EOKk@GwAc@kBO}@_@uAc@mAEYBEVe@XOz@CXGXCf@AXFfAQLi@D{ARsBJo@Dk@L_@?e@Di@PeANoAJWDU@g@D]?gADi@FCt@LXEX[ZS^_@d@m@pAwApAeB`@u@t@}@f@e@`@OVQlAwBp@aAP_@NGh@a@|DDdAC|BB`@AHEDOHo@CaADuDB{@J[rCN`@F~@BlAFt@JjA@j@DnA?bALj@?LAHhATl@E`AHNB@vADx@J`@@bAFb@Ix@@ZDvB@fAJx@DZEV@ZIl@i@ZQbAgAd@Y|@y@`@Md@a@RIn@Al@?nBTdB\\VJPDzBR|@XZL\\D^Cb@Dd@Ah@BZA|AVh@?F@VTT^b@\\DXHPbAd@N\\Cb@PVVN@TPRRLNB`@PfAf@TF\\Pl@PbAf@d@Nh@^rAp@dAZPKl@y@PMVY^MTQ~AcB~BiBXKTHZb@PP\\p@BZx@rATXrAnCJFHP', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3521777513,3.197,9.4,83.5,20.0,True,156.8,178.0,False,True,110.4,23.4,1,0,False,80.0
84,2,"{'id': 30502108, 'resource_state': 1}",Runnin with the jewels,5886.6,1769,1773,85.0,Run,0.0,3276974902,garmin_push_4761130753,3503113695.0,2020-04-09T19:02:56Z,2020-04-09T12:02:56Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365505, -122.13692]","[37.3652, -122.137151]",,,,37.365505,-122.13692,1,3,0,1,0,"{'id': 'a3276974902', 'summary_polyline': 'k}`cFvzmhV|@~@@DBBOe@Ya@i@gAsAaBy@{A_@}@KGaAX_@V_B|@QPi@^kAbA[\\]V_@b@c@Z[\\u@h@OHiAjA_BtAUXeBrA]^u@n@EFe@\\STw@d@SMOWOe@[g@q@{@mA}BSm@]s@QYY]e@[cBw@iBg@e@Ia@Ac@NYVw@jAUR]P{A^uAIu@]g@]_@S}@@k@Ty@v@m@b@_@Zc@RaAX]D_CLuABqCi@a@Q_AWcAAiCMWWIU?_BFoC?]Bs@BWN}C@uCHaEDo@C{BFkECsCV{FJ_ATw@V{ADkALqABwBDgAHm@NUJEXGp@BNEHKp@_CR{@Rq@Zu@LG`@_@R]FEL?RNn@dAXl@~@zBd@x@H\\FJh@p@NLZTXL\\HnAMlAF\\Df@?l@DV?`@Gd@Ff@Xb@Pd@Hp@Zf@FP?XETAPIr@AzAMR?j@Hz@RlAFh@Tj@r@d@b@b@NRBZCr@D^N\\Z^|@|@x@VZ^TjA`@l@FhAXd@^PF~AjA`@Jz@^~@ZVR^f@VlA\\|@DZ@XKr@I`@SbBUnA?XFd@|CpElB`Dx@nAd@xA\\Z`BhCr@~@LTH\\', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3503113695,3.328,4.9,84.1,19.0,True,155.8,179.0,False,True,107.8,35.0,0,0,False,50.0
85,2,"{'id': 30502108, 'resource_state': 1}","Try as I may, I’m still getting unhealthier.",9740.2,3014,3014,123.0,Run,0.0,3268144684,garmin_push_4751855490,3493802605.0,2020-04-07T18:08:29Z,2020-04-07T11:08:29Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.364921, -122.137086]","[37.365135, -122.137234]",,,,37.364921,-122.137086,3,3,2,1,0,"{'id': 'a3268144684', 'summary_polyline': 'wy`cFx{mhVO_@QQW_@c@e@qBwCQKS]Sk@EUEIIAo@TQDmBbAwAfAgC`BUVw@ZkDoAg@Uk@_@qAm@]KiAe@}@QUK]]_@e@e@_Ae@q@e@g@q@gAg@[YGkAKiBAy@K}@Es@QoAc@iBOWKmAY_@AyBOO@iBhAi@b@g@d@i@\\}BdBQHq@BUG{@HkBS}BIeAKoB@_ADy@ImACIIAQDw@@{@Ek@QUc@Ci@F[?YDWCc@Oq@?gBEk@GeA@e@Ea@A}@KuAIg@@eAUgAk@CCiAK[W_@OqBq@}@Um@q@a@w@c@i@g@Oi@DYX[~AUZUNmA`@gARa@EWISCo@DYHMFc@b@eAr@}@f@w@j@c@Pi@BY?IEmAAWC_ABe@FaA\\q@NO?iAOIDqA@c@DARF~AAn@FxACl@CDODmABkBCe@Fe@?qAKo@Hq@BWHSTE`@Lj@Rl@~@vBn@lAbA`CF`@K`@PdA^z@~@`BPp@\\~@T\\N\\AL`@r@\\ZFJB\\`@zATd@^Zj@bAJj@Pf@`AvBPf@DXDJJHd@ZJV`@|AXr@Lf@R`BPj@Hn@Br@Hb@Tj@X^HPRpAVp@r@rC^~@Rx@rAzIPl@P`@TXZTd@P`AX\\LBn@ALBVRRRFZLb@JbBTTFbANfA@`@Hb@Bb@HD\\~@Gb@Gb@@l@\\DVDB`@D`@CXGb@C\\R^J@LA?E[LQZKnABhACdA]ZS~@c@h@Kb@Oh@Mx@MvCOTE\\OZWf@MdAMpB_@j@CZQR?`@M`AIbA[~@Sd@QVQXUt@k@`@QNElAQTGp@]PUHQPyA`@cBLWL_@h@cAl@_B^k@~@o@d@Qv@m@t@c@rCyBTWXOn@w@f@aAJa@\\w@`@oAVQRWZeADi@A_@MwAOaACG@MHUlBeB`@Ud@a@v@y@nBgBz@u@JUj@Y`CmBdAcAb@]X]rCgC`@c@rC}BlAmA\\Y^M^SbCeCt@g@tBeB\\C^Xd@~@TXTn@j@~@P^f@t@r@|@L^', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3493802605,3.232,5.7,83.5,18.0,True,154.9,173.0,False,True,112.6,12.2,0,1,False,82.0
87,2,"{'id': 30502108, 'resource_state': 1}",Lunch Run,9042.1,2886,2886,136.0,Run,,3247665259,garmin_push_4729840975,3471809746.0,2020-04-02T19:51:30Z,2020-04-02T12:51:30Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365318, -122.13717]","[37.365259, -122.137243]",,,,37.365318,-122.13717,1,3,0,1,0,"{'id': 'a3247665259', 'summary_polyline': 'e|`cFh|mhVM]KSKa@a@m@[o@y@gAaBgCSGc@?YNw@p@q@d@oAdAqDbDi@l@wC~BaCdBiAlAYRcAdA_At@g@XI?GEqA{B{@eBwCiFo@e@s@WgAWs@KsAYc@D]ZUn@m@lAOR]PiA?c@Ca@KSAc@Ic@Qo@a@[M]AMBs@\\QNSZy@t@]Vu@^o@TUDmAFmDDuAYKIyBs@e@IqAAs@Ig@?gA\\gHtCi@^c@PyEdBy@RyCnAsA`@g@T]XY\\k@lAg@xAMf@Qd@iBjEY`@a@Rm@Rk@Lk@BaBIc@EwCK}BFiAAo@C}@@gAFg@?q@FeAFcAVa@RCB?L\\t@b@|AT|A^tAHp@Bn@FZXv@JNTj@PbAb@~AZ`A^z@`@vAJ`Ap@tCZfD`@z@`@f@f@^fAb@\\VDL?RJ^^V`Af@h@RnA\\VDXHz@JhATT@rBIb@@VF|@b@b@F`@IZ@x@p@B?JCVc@TSBAXB^Hd@A^GrAg@zAs@bA]\\Id@G`@MdBKj@I`@Mv@MjBa@d@CtCc@t@UdB]d@BTFBFNbAJXBfAb@zANhABx@DR?t@F`ANp@t@lA^X|@d@XFPENQDOBW@eAZeAVi@RSNKz@[hAkAPE`@N`@VpAVPL`AJd@Ct@IVQPWRc@n@eC`@]h@iARW\\y@fAyApAaCvAqBfAuBh@w@JKl@[pAi@~A}@VStBu@zAaAdB}@\\U^Op@]hDyAV]@wAJ_@JQ\\Kb@CbA?dAF^Fr@T\\DJ?JCJQC_@cAy@UY[i@MO_AWk@UOIMMYi@Uy@KgABSFSJM^Wd@CXQd@e@R_@Xo@Ae@DSXOh@MXYl@eA^k@Vi@@i@Em@Bi@Vc@d@k@^q@p@aEVg@n@g@d@UZc@@SAEKQOK', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3471809746,3.133,4.4,82.4,23.0,True,163.5,177.0,False,True,136.4,26.6,0,0,False,112.0
